date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:07:26	34394/34394	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2016%20Nov%202023%2010:26:35%20GMT	https://demo.edublink.co/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/webfonts/fa-regular-400.eot	D:/demo/demo.edublink.co/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/webfonts/fa-regular-400.eot	(from https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/learnpress/assets/src/css/vendor/font-awesome-5.min.css?ver=1719389490)
15:07:26	700503/700503	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2016%20Nov%202023%2010:26:35%20GMT	https://demo.edublink.co/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/webfonts/fa-brands-400.svg	D:/demo/demo.edublink.co/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/webfonts/fa-brands-400.svg	(from https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/learnpress/assets/src/css/vendor/font-awesome-5.min.css?ver=1719389490)
15:07:27	34394/34394	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2016%20Nov%202023%2010:26:35%20GMT	https://demo.edublink.co/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/webfonts/fa-regular-400.eot?	D:/demo/demo.edublink.co/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/webfonts/fa-regular-400d41d.eot	(from https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/learnpress/assets/src/css/vendor/font-awesome-5.min.css?ver=1719389490)
15:07:27	13584/13584	---M--	200	added ('OK')	font/woff2	date:Thu,%2016%20Nov%202023%2010:26:35%20GMT	https://demo.edublink.co/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/webfonts/fa-regular-400.woff2	D:/demo/demo.edublink.co/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/webfonts/fa-regular-400.woff2	(from https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/learnpress/assets/src/css/vendor/font-awesome-5.min.css?ver=1719389490)
15:07:28	16804/16804	---M--	200	added ('OK')	font/woff	date:Thu,%2016%20Nov%202023%2010:26:35%20GMT	https://demo.edublink.co/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/webfonts/fa-regular-400.woff	D:/demo/demo.edublink.co/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/webfonts/fa-regular-400.woff	(from https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/learnpress/assets/src/css/vendor/font-awesome-5.min.css?ver=1719389490)
15:07:28	34096/34096	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2016%20Nov%202023%2010:26:35%20GMT	https://demo.edublink.co/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/webfonts/fa-regular-400.ttf	D:/demo/demo.edublink.co/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/webfonts/fa-regular-400.ttf	(from https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/learnpress/assets/src/css/vendor/font-awesome-5.min.css?ver=1719389490)
15:07:29	144452/144452	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2016%20Nov%202023%2010:26:35%20GMT	https://demo.edublink.co/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/webfonts/fa-regular-400.svg	D:/demo/demo.edublink.co/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/webfonts/fa-regular-400.svg	(from https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/learnpress/assets/src/css/vendor/font-awesome-5.min.css?ver=1719389490)
15:07:29	192758/192758	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2016%20Nov%202023%2010:26:35%20GMT	https://demo.edublink.co/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/webfonts/fa-solid-900.eot	D:/demo/demo.edublink.co/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/webfonts/fa-solid-900.eot	(from https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/learnpress/assets/src/css/vendor/font-awesome-5.min.css?ver=1719389490)
15:07:29	192758/192758	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2016%20Nov%202023%2010:26:35%20GMT	https://demo.edublink.co/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/webfonts/fa-solid-900.eot?	D:/demo/demo.edublink.co/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/webfonts/fa-solid-900d41d.eot	(from https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/learnpress/assets/src/css/vendor/font-awesome-5.min.css?ver=1719389490)
15:07:30	75728/75728	---M--	200	added ('OK')	font/woff2	date:Thu,%2016%20Nov%202023%2010:26:35%20GMT	https://demo.edublink.co/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/webfonts/fa-solid-900.woff2	D:/demo/demo.edublink.co/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/webfonts/fa-solid-900.woff2	(from https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/learnpress/assets/src/css/vendor/font-awesome-5.min.css?ver=1719389490)
15:07:30	98384/98384	---M--	200	added ('OK')	font/woff	date:Thu,%2016%20Nov%202023%2010:26:35%20GMT	https://demo.edublink.co/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/webfonts/fa-solid-900.woff	D:/demo/demo.edublink.co/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/webfonts/fa-solid-900.woff	(from https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/learnpress/assets/src/css/vendor/font-awesome-5.min.css?ver=1719389490)
15:07:30	192472/192472	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2016%20Nov%202023%2010:26:35%20GMT	https://demo.edublink.co/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/webfonts/fa-solid-900.ttf	D:/demo/demo.edublink.co/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/webfonts/fa-solid-900.ttf	(from https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/learnpress/assets/src/css/vendor/font-awesome-5.min.css?ver=1719389490)
15:07:31	842605/842605	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2016%20Nov%202023%2010:26:35%20GMT	https://demo.edublink.co/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/webfonts/fa-solid-900.svg	D:/demo/demo.edublink.co/wp-content/plugins/learnpress/assets/src/css/vendor/fonts/webfonts/fa-solid-900.svg	(from https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/learnpress/assets/src/css/vendor/font-awesome-5.min.css?ver=1719389490)
15:07:33	126831/126831	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Jul%202024%2009:53:40%20GMT	https://demo.edublink.co/wp-content/themes/edublink/assets/images/icons/search.svg	D:/demo/demo.edublink.co/wp-content/themes/edublink/assets/images/icons/search.svg	(from https://demo.edublink.co/wp-content/cache/min/1/wp-content/themes/edublink/assets/css/woocommerce.css?ver=1719389490)
15:07:34	214608/214608	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2009%20Nov%202023%2014:39:59%20GMT	https://demo.edublink.co/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.23.0	D:/demo/demo.edublink.co/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.eot	(from https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=1719389490)
15:07:34	94720/94720	---M--	200	added ('OK')	font/woff2	date:Thu,%2009%20Nov%202023%2014:39:59%20GMT	https://demo.edublink.co/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.23.0	D:/demo/demo.edublink.co/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.woff2	(from https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=1719389490)
15:07:34	214448/214448	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2009%20Nov%202023%2014:39:59%20GMT	https://demo.edublink.co/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.23.0	D:/demo/demo.edublink.co/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.ttf	(from https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=1719389490)
15:07:34	322806/322806	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2009%20Nov%202023%2014:39:59%20GMT	https://demo.edublink.co/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.23.0	D:/demo/demo.edublink.co/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.svg	(from https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=1719389490)
15:07:35	116044/116044	---M--	200	added ('OK')	font/woff	date:Thu,%2009%20Nov%202023%2014:39:59%20GMT	https://demo.edublink.co/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.23.0	D:/demo/demo.edublink.co/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.woff	(from https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=1719389490)
15:07:35	12868/12868	---M--	200	added ('OK')	image/webp	date:Mon,%2030%20Oct%202023%2019:46:48%20GMT	https://demo.edublink.co/wp-content/uploads/2023/05/BG-1.webp	D:/demo/demo.edublink.co/wp-content/uploads/2023/05/BG-1.webp	(from https://demo.edublink.co/wp-content/uploads/elementor/css/post-13480.css?ver=1715177301)
15:07:35	45748/45748	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:46:54%20GMT	https://demo.edublink.co/wp-content/uploads/2023/05/cta-bg-imgae-07.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/05/cta-bg-imgae-07.png	(from https://demo.edublink.co/wp-content/uploads/elementor/css/post-13480.css?ver=1715177301)
15:07:35	29372/29372	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Nov%202023%2023:34:43%20GMT	https://demo.edublink.co/wp-content/uploads/2023/11/cta-bg-1.jpg	D:/demo/demo.edublink.co/wp-content/uploads/2023/11/cta-bg-1.jpg	(from https://demo.edublink.co/wp-content/uploads/elementor/css/post-13480.css?ver=1715177301)
15:07:36	2052/2052	---M--	200	added ('OK')	image/gif	date:Mon,%2013%20Nov%202023%2013:16:51%20GMT	https://demo.edublink.co/wp-content/plugins/video-conferencing-with-zoom-api/assets/images/ajax-loader.gif	D:/demo/demo.edublink.co/wp-content/plugins/video-conferencing-with-zoom-api/assets/images/ajax-loader.gif	(from https://demo.edublink.co/wp-content/plugins/video-conferencing-with-zoom-api/assets/public/css/style.min.css?ver=4.3.3)
15:07:37	203030/203030	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2009%20Nov%202023%2014:39:59%20GMT	https://demo.edublink.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	D:/demo/demo.edublink.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1719389491)
15:07:37	78196/78196	---M--	200	added ('OK')	font/woff2	date:Thu,%2009%20Nov%202023%2014:39:59%20GMT	https://demo.edublink.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	D:/demo/demo.edublink.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1719389491)
15:07:37	203030/203030	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2009%20Nov%202023%2014:39:59%20GMT	https://demo.edublink.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	D:/demo/demo.edublink.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1719389491)
15:07:38	202744/202744	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2009%20Nov%202023%2014:39:59%20GMT	https://demo.edublink.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	D:/demo/demo.edublink.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1719389491)
15:07:38	101652/101652	---M--	200	added ('OK')	font/woff	date:Thu,%2009%20Nov%202023%2014:39:59%20GMT	https://demo.edublink.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	D:/demo/demo.edublink.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1719389491)
15:07:38	54720/54720	---M-Z	200	added ('OK')	text/css	date:Wed,%2029%20May%202024%2011:23:35%20GMT	https://demo.edublink.co/wp-content/uploads/elementor/css/post-1233.css?ver=1716981815	D:/demo/demo.edublink.co/wp-content/uploads/elementor/css/post-1233bf21.css	(from https://demo.edublink.co/distant-learning/)
15:07:38	918991/918991	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2009%20Nov%202023%2014:39:59%20GMT	https://demo.edublink.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	D:/demo/demo.edublink.co/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1719389491)
15:07:39	129102/129102	---MCZ	200	added ('OK')	application/json	date:Wed,%2003%20Jul%202024%2009:53:47%20GMT	https://demo.edublink.co/wp-json/wp/v2/pages/1233	D:/demo/demo.edublink.co/wp-json/wp/v2/pages/1233.json	(from https://demo.edublink.co/distant-learning/)
15:07:40	2180/2180	---M-Z	200	added ('OK')	application/json	date:Wed,%2003%20Jul%202024%2009:53:48%20GMT	https://demo.edublink.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.edublink.co%2Fdistant-learning%2F	D:/demo/demo.edublink.co/wp-json/oembed/1.0/embed1fbd.json	(from https://demo.edublink.co/distant-learning/)
15:07:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2003%20Jul%202024%2009:53:48%20GMT	https://demo.edublink.co/?p=1233	D:/demo/demo.edublink.co/index1913.html	(from https://demo.edublink.co/distant-learning/)
15:07:41	2337/2337	---M-Z	200	added ('OK')	text/xml	date:Wed,%2003%20Jul%202024%2009:53:49%20GMT	https://demo.edublink.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.edublink.co%2Fdistant-learning%2F&format=xml	D:/demo/demo.edublink.co/wp-json/oembed/1.0/embed5a72	(from https://demo.edublink.co/distant-learning/)
15:07:42	7395/7395	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:46:59%20GMT	https://demo.edublink.co/wp-content/uploads/2023/05/shape-13-1.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/05/shape-13-1.png	(from https://demo.edublink.co/distant-learning/)
15:07:42	15908/15908	---M--	200	added ('OK')	image/webp	date:Mon,%2030%20Oct%202023%2019:46:59%20GMT	https://demo.edublink.co/wp-content/uploads/2023/05/girl-2.webp	D:/demo/demo.edublink.co/wp-content/uploads/2023/05/girl-2.webp	(from https://demo.edublink.co/distant-learning/)
15:07:42	195128/195128	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2002:25:30%20GMT	https://demo.edublink.co/course-category/yoga/	D:/demo/demo.edublink.co/course-category/yoga/index.html	(from https://demo.edublink.co/distant-learning/)
15:07:43	241791/241791	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2002:23:13%20GMT	https://demo.edublink.co/course-category/cooking/	D:/demo/demo.edublink.co/course-category/cooking/index.html	(from https://demo.edublink.co/distant-learning/)
15:07:44	1556/1556	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:47:00%20GMT	https://demo.edublink.co/wp-content/uploads/2023/05/shape-12-1.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/05/shape-12-1.png	(from https://demo.edublink.co/distant-learning/)
15:07:44	2915/2915	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:47:00%20GMT	https://demo.edublink.co/wp-content/uploads/2023/05/shape-09.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/05/shape-09.png	(from https://demo.edublink.co/distant-learning/)
15:07:45	16250/16250	---M--	200	added ('OK')	image/webp	date:Mon,%2030%20Oct%202023%2019:46:58%20GMT	https://demo.edublink.co/wp-content/uploads/2023/05/man-1.webp	D:/demo/demo.edublink.co/wp-content/uploads/2023/05/man-1.webp	(from https://demo.edublink.co/distant-learning/)
15:07:45	3397/3397	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:46:52%20GMT	https://demo.edublink.co/wp-content/uploads/2023/05/shape-38.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/05/shape-38.png	(from https://demo.edublink.co/distant-learning/)
15:07:45	2375/2375	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:47:02%20GMT	https://demo.edublink.co/wp-content/uploads/2023/05/shape-04-2.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/05/shape-04-2.png	(from https://demo.edublink.co/distant-learning/)
15:07:45	2995/2995	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:47:02%20GMT	https://demo.edublink.co/wp-content/uploads/2023/05/shape-03.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/05/shape-03.png	(from https://demo.edublink.co/distant-learning/)
15:07:46	29600/29600	---M--	200	added ('OK')	image/webp	date:Mon,%2030%20Oct%202023%2019:47:02%20GMT	https://demo.edublink.co/wp-content/uploads/2023/05/about-03.webp	D:/demo/demo.edublink.co/wp-content/uploads/2023/05/about-03.webp	(from https://demo.edublink.co/distant-learning/)
15:07:46	7493/7493	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:47:01%20GMT	https://demo.edublink.co/wp-content/uploads/2023/05/shape-14.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/05/shape-14.png	(from https://demo.edublink.co/distant-learning/)
15:07:47	8478/8478	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:47:00%20GMT	https://demo.edublink.co/wp-content/uploads/2023/05/shape-41.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/05/shape-41.png	(from https://demo.edublink.co/distant-learning/)
15:07:47	111734/111734	---M--	200	added ('OK')	image/webp	date:Mon,%2030%20Oct%202023%2019:47:01%20GMT	https://demo.edublink.co/wp-content/uploads/2023/05/video-01.webp	D:/demo/demo.edublink.co/wp-content/uploads/2023/05/video-01.webp	(from https://demo.edublink.co/distant-learning/)
15:07:47	18695/18695	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Oct%202023%2019:47:55%20GMT	https://demo.edublink.co/wp-content/uploads/2023/06/faq-01.jpg	D:/demo/demo.edublink.co/wp-content/uploads/2023/06/faq-01.jpg	(from https://demo.edublink.co/distant-learning/)
15:07:47	1463/1463	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:47:57%20GMT	https://demo.edublink.co/wp-content/uploads/2023/06/shape-03.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/06/shape-03.png	(from https://demo.edublink.co/distant-learning/)
15:07:47	5653/5653	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:47:57%20GMT	https://demo.edublink.co/wp-content/uploads/2023/06/shape-02-1.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/06/shape-02-1.png	(from https://demo.edublink.co/distant-learning/)
15:07:48	13479/13479	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Oct%202023%2019:47:55%20GMT	https://demo.edublink.co/wp-content/uploads/2023/06/faq-02.jpg	D:/demo/demo.edublink.co/wp-content/uploads/2023/06/faq-02.jpg	(from https://demo.edublink.co/distant-learning/)
15:07:48	4112/4112	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:47:58%20GMT	https://demo.edublink.co/wp-content/uploads/2023/06/shape-05.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/06/shape-05.png	(from https://demo.edublink.co/distant-learning/)
15:07:48	14000/14000	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Oct%202023%2019:47:56%20GMT	https://demo.edublink.co/wp-content/uploads/2023/06/faq-03.jpg	D:/demo/demo.edublink.co/wp-content/uploads/2023/06/faq-03.jpg	(from https://demo.edublink.co/distant-learning/)
15:07:49	25334/25334	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Oct%202023%2019:47:56%20GMT	https://demo.edublink.co/wp-content/uploads/2023/06/faq-04.jpg	D:/demo/demo.edublink.co/wp-content/uploads/2023/06/faq-04.jpg	(from https://demo.edublink.co/distant-learning/)
15:07:49	1957/1957	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:47:23%20GMT	https://demo.edublink.co/wp-content/uploads/2023/05/shape-25-1.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/05/shape-25-1.png	(from https://demo.edublink.co/distant-learning/)
15:07:49	4652/4652	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:47:34%20GMT	https://demo.edublink.co/wp-content/uploads/2023/06/logo-white.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/06/logo-white.png	(from https://demo.edublink.co/distant-learning/)
15:07:50	12691/12691	---M-Z	200	added ('OK')	text/css	date:Wed,%2008%20May%202024%2014:07:43%20GMT	https://demo.edublink.co/wp-content/uploads/elementor/css/post-13627.css?ver=1715177263	D:/demo/demo.edublink.co/wp-content/uploads/elementor/css/post-13627287f.css	(from https://demo.edublink.co/distant-learning/)
15:07:51	59485/59485	---M-Z	200	added ('OK')	text/css	date:Fri,%2028%20Jun%202024%2020:28:42%20GMT	https://demo.edublink.co/wp-content/uploads/elementor/css/post-1743.css?ver=1719606522	D:/demo/demo.edublink.co/wp-content/uploads/elementor/css/post-17435cc1.css	(from https://demo.edublink.co/university/)
15:07:51	1497887/1497887	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2030%20Jun%202024%2002:49:30%20GMT	https://demo.edublink.co/wp-content/cache/min/1/5cb32cdba91c47ad77ee9192ec1ffa57.js	D:/demo/demo.edublink.co/wp-content/cache/min/1/5cb32cdba91c47ad77ee9192ec1ffa57.js	(from https://demo.edublink.co/distant-learning/)
15:07:55	151644/151644	---MCZ	200	added ('OK')	application/json	date:Wed,%2003%20Jul%202024%2009:54:02%20GMT	https://demo.edublink.co/wp-json/wp/v2/pages/1743	D:/demo/demo.edublink.co/wp-json/wp/v2/pages/1743.json	(from https://demo.edublink.co/university/)
15:07:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2003%20Jul%202024%2009:54:04%20GMT	https://demo.edublink.co/?p=1743	D:/demo/demo.edublink.co/index4e02.html	(from https://demo.edublink.co/university/)
15:07:57	2150/2150	---M-Z	200	added ('OK')	application/json	date:Wed,%2003%20Jul%202024%2009:54:04%20GMT	https://demo.edublink.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.edublink.co%2Funiversity%2F	D:/demo/demo.edublink.co/wp-json/oembed/1.0/embed177f.json	(from https://demo.edublink.co/university/)
15:07:58	2307/2307	---M-Z	200	added ('OK')	text/xml	date:Wed,%2003%20Jul%202024%2009:54:06%20GMT	https://demo.edublink.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.edublink.co%2Funiversity%2F&format=xml	D:/demo/demo.edublink.co/wp-json/oembed/1.0/embed21e1	(from https://demo.edublink.co/university/)
15:07:59	3632/3632	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:47:35%20GMT	https://demo.edublink.co/wp-content/uploads/2023/06/logo-dark-2.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/06/logo-dark-2.png	(from https://demo.edublink.co/university/)
15:07:59	5993/5993	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:47:19%20GMT	https://demo.edublink.co/wp-content/uploads/2023/05/shape-25.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/05/shape-25.png	(from https://demo.edublink.co/university/)
15:07:59	2822/2822	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:47:20%20GMT	https://demo.edublink.co/wp-content/uploads/2023/05/shape-11.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/05/shape-11.png	(from https://demo.edublink.co/university/)
15:08:00	7073/7073	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:47:20%20GMT	https://demo.edublink.co/wp-content/uploads/2023/05/shape-10-1.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/05/shape-10-1.png	(from https://demo.edublink.co/university/)
15:08:00	11112/11112	---M--	200	added ('OK')	image/webp	date:Mon,%2030%20Oct%202023%2019:50:32%20GMT	https://demo.edublink.co/wp-content/uploads/2023/07/about-05.webp	D:/demo/demo.edublink.co/wp-content/uploads/2023/07/about-05.webp	(from https://demo.edublink.co/university/)
15:08:00	3391/3391	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:48:23%20GMT	https://demo.edublink.co/wp-content/uploads/2023/06/shape-39-3.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/06/shape-39-3.png	(from https://demo.edublink.co/university/)
15:08:01	1559/1559	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:48:24%20GMT	https://demo.edublink.co/wp-content/uploads/2023/06/shape-07-1.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/06/shape-07-1.png	(from https://demo.edublink.co/university/)
15:08:01	24576/24576	---M--	200	added ('OK')	image/webp	date:Mon,%2030%20Oct%202023%2019:50:32%20GMT	https://demo.edublink.co/wp-content/uploads/2023/07/about-04.webp	D:/demo/demo.edublink.co/wp-content/uploads/2023/07/about-04.webp	(from https://demo.edublink.co/university/)
15:08:02	7612/7612	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:47:46%20GMT	https://demo.edublink.co/wp-content/uploads/2023/06/map-shape-3.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/06/map-shape-3.png	(from https://demo.edublink.co/university/)
15:08:02	67379/67379	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Oct%202023%2019:50:40%20GMT	https://demo.edublink.co/wp-content/uploads/2023/03/course-08-768x512.jpg	D:/demo/demo.edublink.co/wp-content/uploads/2023/03/course-08-768x512.jpg	(from https://demo.edublink.co/university/)
15:08:03	75776/75776	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Oct%202023%2019:50:39%20GMT	https://demo.edublink.co/wp-content/uploads/2023/03/course-07-768x512.jpg	D:/demo/demo.edublink.co/wp-content/uploads/2023/03/course-07-768x512.jpg	(from https://demo.edublink.co/university/)
